customer,cust_degree,cust_pagerank,cust_community,merchant,mer_degree,mer_pagerank,mer_community
C528277773,17,0.15,42,,,,
C528877098,9,0.15,42,,,,
C528985379,15,0.15,42,,,,
C529033504,14,0.15,44,,,,
C529135239,8,0.15,36,,,,
C529768403,8,0.15,42,,,,
C529952024,9,0.15,42,,,,
C530444699,14,0.15,44,,,,
C530747890,8,0.15,5,,,,
C531109799,11,0.15,38,,,,
C531360588,17,0.15,42,,,,
C531724764,13,0.15,44,,,,
C532118459,11,0.15,42,,,,
C532292379,17,0.15,42,,,,
C533940472,15,0.15,42,,,,
C534961358,12,0.15,42,,,,
C53497422,17,0.15,42,,,,
C535324444,9,0.15,44,,,,
C536412201,13,0.15,7,,,,
C537330939,6,0.15,6,,,,
C537423962,15,0.15,43,,,,
C5377162,12,0.15,44,,,,
C53785803,11,0.15,42,,,,
C538394574,11,0.15,5,,,,
C539791425,11,0.15,42,,,,
C540538956,10,0.15,44,,,,
C543938207,11,0.15,42,,,,
C544997662,12,0.15,42,,,,
C545102882,12,0.15,42,,,,
C545248492,7,0.15,5,,,,
C54550671,16,0.15,5,,,,
C545527660,13,0.15,42,,,,
C545840720,9,0.15,42,,,,
C546000387,11,0.15,40,,,,
C546328029,10,0.15,42,,,,
C546386486,17,0.15,42,,,,
C546697817,15,0.15,5,,,,
C546927133,12,0.15,42,,,,
C546957379,6,0.15,44,,,,
C54706398,10,0.15,5,,,,
C547610089,10,0.15,7,,,,
C548185127,12,0.15,3,,,,
C548427290,16,0.15,43,,,,
C54876469,10,0.15,44,,,,
C550190826,14,0.15,42,,,,
C551080865,8,0.15,5,,,,
C55178455,15,0.15,44,,,,
C553121592,12,0.15,10,,,,
C553434543,22,0.15,40,,,,
C554819698,14,0.15,43,,,,
C555482626,13,0.15,5,,,,
C559852072,10,0.15,46,,,,
C559952121,13,0.15,43,,,,
C560376591,9,0.15,42,,,,
C560478089,14,0.15,40,,,,
C56197730,16,0.15,43,,,,
C563092648,11,0.15,40,,,,
C563130428,13,0.15,42,,,,
C563214866,14,0.15,42,,,,
C564451627,13,0.15,43,,,,
C564473555,13,0.15,42,,,,
C564489242,12,0.15,43,,,,
C564600361,12,0.15,42,,,,
C566232847,9,0.15,5,,,,
C566582492,13,0.15,42,,,,
C566598245,11,0.15,42,,,,
C566628469,11,0.15,5,,,,
C56690195,8,0.15,5,,,,
C566987196,13,0.15,44,,,,
C567616900,13,0.15,44,,,,
C567897093,9,0.15,42,,,,
C56852547,13,0.15,41,,,,
C56859969,14,0.15,5,,,,
C570277915,10,0.15,43,,,,
C570913468,12,0.15,42,,,,
C571254990,13,0.15,5,,,,
C57136184,9,0.15,46,,,,
C571527976,9,0.15,5,,,,
C571876967,9,0.15,5,,,,
C572671067,10,0.15,42,,,,
C572709519,11,0.15,40,,,,
C572958608,10,0.15,40,,,,
C573104116,12,0.15,44,,,,
C573965612,9,0.15,5,,,,
C574062699,13,0.15,44,,,,
C574289698,9,0.15,42,,,,
C574852748,14,0.15,40,,,,
C5748649,12,0.15,44,,,,
C575345520,13,0.15,44,,,,
C576358551,14,0.15,5,,,,
C576436654,13,0.15,5,,,,
C576453501,14,0.15,43,,,,
C576545848,13,0.15,5,,,,
C576597517,11,0.15,10,,,,
C577335130,19,0.15,42,,,,
C578309168,14,0.15,5,,,,
C578700012,12,0.15,42,,,,
C579037870,12,0.15,44,,,,
C579648989,17,0.15,42,,,,
C581581060,14,0.15,44,,,,
C581878341,14,0.15,43,,,,
C582022575,9,0.15,44,,,,
C582173326,12,0.15,40,,,,
C582479974,12,0.15,42,,,,
C582688427,12,0.15,43,,,,
C583110837,15,0.15,38,,,,
C58324694,12,0.15,43,,,,
C58432631,9,0.15,42,,,,
C585290792,8,0.15,40,,,,
C585299069,8,0.15,40,,,,
C585317135,10,0.15,42,,,,
C586110529,13,0.15,5,,,,
C586511331,13,0.15,5,,,,
C58668191,9,0.15,5,,,,
C586830923,13,0.15,43,,,,
C587016440,14,0.15,42,,,,
C587216359,12,0.15,44,,,,
C587299231,25,0.15,43,,,,
C588719767,6,0.15,43,,,,
C588841669,10,0.15,44,,,,
C588937224,14,0.15,5,,,,
C589097761,6,0.15,5,,,,
C590614528,7,0.15,5,,,,
C59149030,14,0.15,42,,,,
C591563666,12,0.15,5,,,,
C59263760,12,0.15,43,,,,
C592679392,12,0.15,43,,,,
C592765908,9,0.15,7,,,,
C592766342,9,0.15,5,,,,
C594146637,10,0.15,42,,,,
C59433821,10,0.15,43,,,,
C594793398,14,0.15,44,,,,
C595076943,12,0.15,5,,,,
C595459074,11,0.15,42,,,,
C597122637,16,0.15,5,,,,
C59713083,10,0.15,42,,,,
C597262762,11,0.15,42,,,,
C597641228,14,0.15,42,,,,
C597908249,8,0.15,42,,,,
C598089944,9,0.15,42,,,,
C598452144,9,0.15,44,,,,
C59912595,12,0.15,42,,,,
C599293124,9,0.15,11,,,,
C599638364,14,0.15,42,,,,
C599675908,18,0.15,42,,,,
C599960999,10,0.15,43,,,,
C60026962,13,0.15,7,,,,
C601235628,8,0.15,5,,,,
C601255458,6,0.15,6,,,,
C602096181,5,0.15,42,,,,
C602373594,9,0.15,5,,,,
C602498884,14,0.15,44,,,,
C602544155,12,0.15,44,,,,
C603081336,11,0.15,43,,,,
C60324613,13,0.15,22,,,,
C60351691,12,0.15,40,,,,
C603564532,11,0.15,42,,,,
C604267980,13,0.15,43,,,,
C604378279,9,0.15,38,,,,
C605522883,16,0.15,42,,,,
C605859862,18,0.15,42,,,,
C605904636,8,0.15,42,,,,
C606355103,10,0.15,42,,,,
C606518659,13,0.15,5,,,,
C606861698,12,0.15,42,,,,
C607062277,13,0.15,36,,,,
C607479057,10,0.15,40,,,,
C607521473,13,0.15,42,,,,
C607532274,9,0.15,42,,,,
C607766298,10,0.15,43,,,,
C608244416,11,0.15,40,,,,
C608407663,9,0.15,5,,,,
C608547225,13,0.15,5,,,,
C609359335,13,0.15,11,,,,
C609452246,9,0.15,43,,,,
C6094907,14,0.15,42,,,,
C610735261,7,0.15,5,,,,
C611182051,19,0.15,41,,,,
C61142824,10,0.15,5,,,,
C611520731,8,0.15,7,,,,
C612005121,11,0.15,44,,,,
C612045723,12,0.15,42,,,,
C612230385,9,0.15,41,,,,
C612357573,8,0.15,5,,,,
C612581943,8,0.15,7,,,,
C614111561,12,0.15,44,,,,
C615155713,9,0.15,42,,,,
C615281750,15,0.15,5,,,,
C615816786,13,0.15,5,,,,
C616472041,13,0.15,5,,,,
C616528518,13,0.15,43,,,,
C616715154,24,0.15,41,,,,
C617179674,12,0.15,42,,,,
C617323407,11,0.15,44,,,,
C617723960,20,0.15,41,,,,
C619451848,13,0.15,42,,,,
C619464090,13,0.15,44,,,,
C620327304,7,0.15,46,,,,
C620542168,10,0.15,44,,,,
C620551378,11,0.15,42,,,,
C621230638,11,0.15,42,,,,
C62153477,9,0.15,42,,,,
C623466885,10,0.15,43,,,,
C623601481,12,0.15,42,,,,
C624012210,13,0.15,5,,,,
C625569664,11,0.15,5,,,,
C626305923,12,0.15,3,,,,
C626467543,17,0.15,42,,,,
C626836922,11,0.15,42,,,,
C627811000,10,0.15,42,,,,
C628112283,12,0.15,42,,,,
C628232611,12,0.15,40,,,,
C629170053,9,0.15,7,,,,
C629808856,14,0.15,44,,,,
C629942205,9,0.15,11,,,,
C630302845,14,0.15,41,,,,
C630392370,15,0.15,43,,,,
C630871084,11,0.15,42,,,,
C631654729,12,0.15,42,,,,
C632176173,10,0.15,42,,,,
C632538178,13,0.15,41,,,,
C632643861,17,0.15,41,,,,
C634714812,12,0.15,43,,,,
C635222317,7,0.15,42,,,,
C635603510,9,0.15,44,,,,
C636259913,11,0.15,43,,,,
C637279747,13,0.15,38,,,,
C637831009,9,0.15,5,,,,
C638119430,11,0.15,40,,,,
C638163213,5,0.15,15,,,,
C638223659,11,0.15,42,,,,
C638838388,15,0.15,42,,,,
C638917294,9,0.15,44,,,,
C639532055,10,0.15,44,,,,
C639558755,9,0.15,44,,,,
C639699427,12,0.15,44,,,,
C642158646,11,0.15,5,,,,
C642324097,8,0.15,7,,,,
C642583859,11,0.15,42,,,,
C64314422,7,0.15,3,,,,
C6433096,14,0.15,5,,,,
C643323409,9,0.15,42,,,,
C644344959,8,0.15,44,,,,
C644541754,10,0.15,7,,,,
C644590864,14,0.15,42,,,,
C644663928,13,0.15,5,,,,
C645521146,14,0.15,43,,,,
C645539039,15,0.15,42,,,,
C64700533,12,0.15,42,,,,
C647089636,12,0.15,40,,,,
C647327489,13,0.15,5,,,,
C647931416,9,0.15,38,,,,
C648063518,9,0.15,43,,,,
C648467088,11,0.15,42,,,,
C649077628,16,0.15,40,,,,
C650108285,12,0.15,42,,,,
C650117238,7,0.15,3,,,,
C651594350,14,0.15,41,,,,
C652001804,9,0.15,44,,,,
C652253057,8,0.15,43,,,,
C652364872,9,0.15,5,,,,
C653084813,12,0.15,44,,,,
C653252303,8,0.15,43,,,,
C653835530,13,0.15,42,,,,
C65424442,8,0.15,41,,,,
C655150548,11,0.15,42,,,,
C655625028,17,0.15,41,,,,
C655866157,12,0.15,5,,,,
C656031620,13,0.15,43,,,,
C656075868,11,0.15,40,,,,
C656405809,15,0.15,44,,,,
C65683893,10,0.15,40,,,,
C656851338,15,0.15,42,,,,
C656901929,15,0.15,41,,,,
C657290155,10,0.15,42,,,,
C658175205,12,0.15,42,,,,
C658256470,10,0.15,5,,,,
C659009992,13,0.15,40,,,,
C660024200,16,0.15,42,,,,
C660232446,16,0.15,44,,,,
C660475396,13,0.15,42,,,,
C660690290,10,0.15,5,,,,
C661876608,21,0.15,44,,,,
C662015024,6,0.15,3,,,,
C662187574,5,0.15,5,,,,
C662396672,12,0.15,43,,,,
C662836745,11,0.15,44,,,,
C662931726,13,0.15,40,,,,
C662948645,8,0.15,43,,,,
C663226052,9,0.15,5,,,,
C664109131,16,0.15,42,,,,
C665247956,10,0.15,44,,,,
C665566426,14,0.15,42,,,,
C667215072,14,0.15,43,,,,
C668289079,13,0.15,40,,,,
C668875156,9,0.15,42,,,,
C669906110,10,0.15,5,,,,
C671392477,13,0.15,44,,,,
C671449181,9,0.15,7,,,,
C671524709,11,0.15,42,,,,
C672742304,11,0.15,43,,,,
C672794326,9,0.15,42,,,,
C673048498,12,0.15,42,,,,
C673469784,11,0.15,42,,,,
C673994225,13,0.15,5,,,,
C67418210,11,0.15,43,,,,
C676156739,9,0.15,42,,,,
C676229147,15,0.15,42,,,,
C677202538,2,0.15,9,,,,
C677561666,9,0.15,40,,,,
C677660361,12,0.15,42,,,,
C678324895,9,0.15,7,,,,
C678683295,12,0.15,40,,,,
C678697032,14,0.15,42,,,,
C679458582,11,0.15,42,,,,
C680687990,14,0.15,44,,,,
C682298914,7,0.15,5,,,,
C682529129,10,0.15,5,,,,
C682814633,13,0.15,43,,,,
C684153556,7,0.15,42,,,,
C684162308,11,0.15,7,,,,
C686064678,10,0.15,40,,,,
C686669439,13,0.15,43,,,,
C688041542,12,0.15,5,,,,
C688652575,8,0.15,11,,,,
C68881864,11,0.15,44,,,,
C689850593,12,0.15,40,,,,
C691839786,18,0.15,40,,,,
C691894544,11,0.15,7,,,,
C692102449,10,0.15,43,,,,
C692285338,13,0.15,5,,,,
C693174391,9,0.15,42,,,,
C69317479,10,0.15,43,,,,
C693907036,5,0.15,44,,,,
C694265356,14,0.15,42,,,,
C694574500,9,0.15,42,,,,
C69477057,9,0.15,44,,,,
C695108722,10,0.15,42,,,,
C695481887,9,0.15,5,,,,
C696052681,10,0.15,42,,,,
C696720817,17,0.15,5,,,,
C696806398,12,0.15,42,,,,
C697242067,14,0.15,43,,,,
C698318224,9,0.15,5,,,,
C698358493,10,0.15,44,,,,
C699081415,10,0.15,3,,,,
C700553509,13,0.15,7,,,,
C700940580,11,0.15,44,,,,
C701909142,9,0.15,5,,,,
C702798720,15,0.15,5,,,,
C703281362,7,0.15,42,,,,
C703418892,11,0.15,42,,,,
C704456922,15,0.15,41,,,,
C706599076,11,0.15,3,,,,
C706685788,16,0.15,42,,,,
C706757729,10,0.15,42,,,,
C706956926,11,0.15,38,,,,
C707234445,11,0.15,5,,,,
C707326919,12,0.15,40,,,,
C707360147,15,0.15,44,,,,
C707755349,13,0.15,43,,,,
C707769587,17,0.15,5,,,,
C707845856,11,0.15,42,,,,
C708968659,9,0.15,5,,,,
C709211172,11,0.15,42,,,,
C70991061,11,0.15,44,,,,
C710270523,6,0.15,7,,,,
C71120756,8,0.15,44,,,,
C711451919,11,0.15,41,,,,
C711859898,13,0.15,42,,,,
C712367267,9,0.15,42,,,,
C712473227,9,0.15,42,,,,
C713872230,8,0.15,5,,,,
C714086473,13,0.15,5,,,,
C715527139,9,0.15,41,,,,
C717345438,10,0.15,40,,,,
C71746980,11,0.15,5,,,,
C71763178,8,0.15,43,,,,
C717773873,14,0.15,5,,,,
C718589253,10,0.15,44,,,,
C718801730,11,0.15,44,,,,
C718962269,10,0.15,42,,,,
C719205737,14,0.15,42,,,,
C719332132,14,0.15,42,,,,
C71938921,15,0.15,43,,,,
C719449879,11,0.15,5,,,,
C719598710,7,0.15,7,,,,
C7197142,12,0.15,42,,,,
C720418898,11,0.15,40,,,,
C721654925,13,0.15,5,,,,
C722399783,11,0.15,43,,,,
C722447556,12,0.15,44,,,,
C722887134,11,0.15,42,,,,
C722922832,10,0.15,7,,,,
C723171448,12,0.15,40,,,,
C723217997,6,0.15,3,,,,
C723509264,13,0.15,5,,,,
C72353846,11,0.15,42,,,,
C723652619,9,0.15,7,,,,
C724380392,9,0.15,42,,,,
C72452640,10,0.15,42,,,,
C725094717,7,0.15,44,,,,
C725307945,8,0.15,40,,,,
C725705195,15,0.15,42,,,,
C727502065,12,0.15,5,,,,
C727658706,12,0.15,5,,,,
C728039227,7,0.15,5,,,,
C728432657,13,0.15,42,,,,
C728864298,15,0.15,42,,,,
C729168812,7,0.15,5,,,,
C729632719,9,0.15,7,,,,
C730142143,11,0.15,5,,,,
C730733765,5,0.15,7,,,,
C731767226,11,0.15,44,,,,
C732095806,13,0.15,42,,,,
C732771224,15,0.15,42,,,,
C734397713,6,0.15,44,,,,
C734817849,9,0.15,44,,,,
C735039923,8,0.15,5,,,,
C735563623,10,0.15,40,,,,
C736721523,14,0.15,43,,,,
C73726310,21,0.15,42,,,,
C73760959,12,0.15,15,,,,
C737765767,14,0.15,44,,,,
C738091100,7,0.15,7,,,,
C73919470,10,0.15,43,,,,
C739589782,11,0.15,40,,,,
C739658140,15,0.15,42,,,,
C739732151,13,0.15,42,,,,
C741680636,11,0.15,43,,,,
C741739992,14,0.15,43,,,,
C742393642,15,0.15,42,,,,
C742560751,14,0.15,44,,,,
C742784538,9,0.15,42,,,,
C743791359,7,0.15,5,,,,
C743934970,12,0.15,42,,,,
C744066701,12,0.15,44,,,,
C744126786,13,0.15,42,,,,
C744245203,9,0.15,42,,,,
C74457300,10,0.15,5,,,,
C744859144,12,0.15,43,,,,
C745099746,10,0.15,42,,,,
C746599731,7,0.15,44,,,,
C746604092,9,0.15,5,,,,
C746711867,7,0.15,7,,,,
C746862122,9,0.15,3,,,,
C747175090,13,0.15,40,,,,
C747353905,12,0.15,43,,,,
C747590731,8,0.15,44,,,,
C748216113,5,0.15,42,,,,
C748358246,12,0.15,5,,,,
C74848504,11,0.15,5,,,,
C749077907,9,0.15,5,,,,
C74966273,14,0.15,40,,,,
C750572020,15,0.15,40,,,,
C750714109,11,0.15,3,,,,
C751491447,13,0.15,44,,,,
C751786199,14,0.15,40,,,,
C751887992,12,0.15,7,,,,
C75208519,11,0.15,42,,,,
C752270622,12,0.15,44,,,,
C752356138,11,0.15,44,,,,
C752612398,15,0.15,5,,,,
C75274383,12,0.15,43,,,,
C75278863,12,0.15,42,,,,
C753013685,10,0.15,44,,,,
C755000520,9,0.15,42,,,,
C755108533,11,0.15,42,,,,
C755615643,14,0.15,43,,,,
C756645719,16,0.15,42,,,,
C757234945,11,0.15,5,,,,
C757503768,14,0.15,40,,,,
C757950779,10,0.15,5,,,,
C758426828,10,0.15,42,,,,
C758849918,15,0.15,5,,,,
C759167881,11,0.15,42,,,,
C759236361,17,0.15,44,,,,
C759264122,8,0.15,5,,,,
C759915530,12,0.15,42,,,,
C759940472,17,0.15,42,,,,
C760223382,10,0.15,40,,,,
C760368405,13,0.15,41,,,,
C76052944,10,0.15,42,,,,
C761166755,11,0.15,40,,,,
C761606185,12,0.15,41,,,,
C762614808,12,0.15,43,,,,
C762865358,6,0.15,5,,,,
C763005836,10,0.15,44,,,,
C76313164,13,0.15,5,,,,
C763253161,12,0.15,40,,,,
C763681944,9,0.15,42,,,,
C764048448,11,0.15,42,,,,
C764092576,15,0.15,42,,,,
C764316727,16,0.15,43,,,,
C764950264,10,0.15,44,,,,
C765155274,12,0.15,42,,,,
C766302474,12,0.15,7,,,,
C766494418,9,0.15,42,,,,
C767740583,9,0.15,5,,,,
C76780537,13,0.15,43,,,,
C769422228,11,0.15,5,,,,
C76969430,12,0.15,43,,,,
C769941724,11,0.15,44,,,,
C77017704,14,0.15,40,,,,
C770308839,12,0.15,5,,,,
C771207119,9,0.15,43,,,,
C771874671,12,0.15,44,,,,
C772895850,11,0.15,44,,,,
C773517519,14,0.15,42,,,,
C77415586,10,0.15,5,,,,
C774836418,14,0.15,43,,,,
C775101977,9,0.15,44,,,,
C775363285,14,0.15,43,,,,
C775533998,15,0.15,42,,,,
C775739646,10,0.15,42,,,,
C776775180,13,0.15,42,,,,
C777438443,13,0.15,42,,,,
C777863522,12,0.15,42,,,,
C777971561,18,0.15,41,,,,
C778028540,11,0.15,42,,,,
C778323844,8,0.15,42,,,,
C779868884,12,0.15,43,,,,
C779872024,9,0.15,42,,,,
C781096653,12,0.15,42,,,,
C781322360,13,0.15,43,,,,
C782199851,12,0.15,43,,,,
C78230690,9,0.15,5,,,,
C783189419,8,0.15,7,,,,
C783259685,10,0.15,42,,,,
C784005201,12,0.15,42,,,,
C784046647,10,0.15,41,,,,
C784613823,10,0.15,40,,,,
C784763814,13,0.15,5,,,,
C785603838,8,0.15,42,,,,
C786249459,7,0.15,40,,,,
C78631448,9,0.15,7,,,,
C787259637,14,0.15,44,,,,
C788057671,10,0.15,3,,,,
C788955662,14,0.15,5,,,,
C78938440,11,0.15,42,,,,
C789852022,11,0.15,5,,,,
C790395954,9,0.15,42,,,,
C790593937,10,0.15,44,,,,
C790600178,13,0.15,5,,,,
C791033780,13,0.15,44,,,,
C791154308,12,0.15,40,,,,
C792341594,13,0.15,42,,,,
C792765429,13,0.15,20,,,,
C792820521,7,0.15,3,,,,
C793132240,22,0.15,44,,,,
C793890087,12,0.15,44,,,,
C795132749,10,0.15,42,,,,
C79727066,5,0.15,3,,,,
C797980818,8,0.15,43,,,,
C798268011,11,0.15,42,,,,
C798657650,10,0.15,44,,,,
C798889135,11,0.15,44,,,,
C799349963,12,0.15,43,,,,
C800272493,16,0.15,43,,,,
C800379810,6,0.15,44,,,,
C800967034,11,0.15,42,,,,
C801383032,9,0.15,42,,,,
C801797246,14,0.15,44,,,,
C802146030,9,0.15,44,,,,
C802590979,11,0.15,40,,,,
C803065678,8,0.15,5,,,,
C803365419,10,0.15,44,,,,
C804094956,11,0.15,5,,,,
C805014659,11,0.15,44,,,,
C805469502,13,0.15,44,,,,
C805483863,15,0.15,42,,,,
C806399525,30,0.15,43,,,,
C806943770,11,0.15,7,,,,
C808326652,11,0.15,42,,,,
C808977147,12,0.15,42,,,,
C809005315,15,0.15,42,,,,
C809339851,17,0.15,42,,,,
C809674942,6,0.15,5,,,,
C809708190,13,0.15,43,,,,
C810002129,15,0.15,40,,,,
C810134226,9,0.15,5,,,,
C810336569,15,0.15,7,,,,
C810569063,8,0.15,42,,,,
C811312110,26,0.15,42,,,,
C811638781,14,0.15,40,,,,
C812882942,19,0.15,43,,,,
C813128680,13,0.15,40,,,,
C813347783,12,0.15,7,,,,
C813472343,9,0.15,42,,,,
C813786166,13,0.15,44,,,,
C814079066,8,0.15,42,,,,
C814878326,14,0.15,43,,,,
C815064001,12,0.15,42,,,,
C815186263,14,0.15,42,,,,
C81568098,10,0.15,42,,,,
C816519533,7,0.15,40,,,,
C817389751,8,0.15,5,,,,
C817774765,9,0.15,5,,,,
C819131219,12,0.15,5,,,,
C819388154,9,0.15,44,,,,
C819690995,15,0.15,42,,,,
C819978438,13,0.15,44,,,,
C82010125,15,0.15,5,,,,
C820456300,9,0.15,42,,,,
C82079505,9,0.15,42,,,,
C821630606,11,0.15,42,,,,
C822689044,10,0.15,40,,,,
C822948524,18,0.15,5,,,,
C823141445,10,0.15,43,,,,
C823286801,13,0.15,42,,,,
C823379702,11,0.15,42,,,,
C823678601,10,0.15,44,,,,
C823680818,12,0.15,7,,,,
C823847346,11,0.15,7,,,,
C823891015,9,0.15,5,,,,
C824256643,14,0.15,5,,,,
C824676284,10,0.15,40,,,,
C824784700,9,0.15,42,,,,
C825610448,5,0.15,20,,,,
C825622087,11,0.15,15,,,,
C825739161,10,0.15,42,,,,
C825744832,7,0.15,5,,,,
C825969892,10,0.15,43,,,,
C826715503,12,0.15,5,,,,
C826734487,8,0.15,15,,,,
C827350474,15,0.15,43,,,,
C827822455,10,0.15,42,,,,
C828968085,16,0.15,42,,,,
C830053540,10,0.15,44,,,,
C830078297,12,0.15,43,,,,
C830856919,13,0.15,43,,,,
C83086349,9,0.15,42,,,,
C831378949,18,0.15,42,,,,
C831905583,17,0.15,42,,,,
C83204562,10,0.15,42,,,,
C832611882,16,0.15,40,,,,
C833126375,12,0.15,5,,,,
C834739424,13,0.15,44,,,,
C834963773,11,0.15,42,,,,
C835284421,16,0.15,5,,,,
C835291219,8,0.15,7,,,,
C835705223,11,0.15,42,,,,
C83613815,13,0.15,44,,,,
C836424975,14,0.15,42,,,,
C83651461,7,0.15,44,,,,
C836959718,14,0.15,42,,,,
C837031785,15,0.15,42,,,,
C837113913,9,0.15,5,,,,
C839245179,10,0.15,7,,,,
C839839520,8,0.15,44,,,,
C840054516,20,0.15,42,,,,
C840928568,13,0.15,43,,,,
C841616397,10,0.15,44,,,,
C841747618,16,0.15,44,,,,
C841817769,11,0.15,43,,,,
C841956493,8,0.15,40,,,,
C842799656,16,0.15,42,,,,
C842993265,12,0.15,43,,,,
C843083567,12,0.15,42,,,,
C843090653,11,0.15,42,,,,
C843458267,9,0.15,7,,,,
C844005460,14,0.15,44,,,,
C844772824,8,0.15,3,,,,
C845102514,11,0.15,43,,,,
C846596637,12,0.15,36,,,,
C846609537,8,0.15,42,,,,
C846682077,7,0.15,43,,,,
C846889180,11,0.15,5,,,,
C848293063,11,0.15,44,,,,
C848308923,10,0.15,5,,,,
C848738212,11,0.15,40,,,,
C849065220,5,0.15,7,,,,
C849342403,9,0.15,5,,,,
C85075290,15,0.15,42,,,,
C851156881,10,0.15,42,,,,
C851417480,12,0.15,5,,,,
C85142763,8,0.15,44,,,,
C851731350,11,0.15,42,,,,
C851871528,12,0.15,43,,,,
C85192293,12,0.15,42,,,,
C852586467,12,0.15,42,,,,
C85388733,14,0.15,42,,,,
C854479209,11,0.15,5,,,,
C855082400,8,0.15,5,,,,
C855112247,11,0.15,40,,,,
C855942730,11,0.15,42,,,,
C855978131,8,0.15,42,,,,
C856303631,10,0.15,5,,,,
C856318696,11,0.15,44,,,,
C856674856,15,0.15,42,,,,
C85676975,10,0.15,5,,,,
C857032107,10,0.15,40,,,,
C858011639,11,0.15,42,,,,
C858160484,15,0.15,44,,,,
C859276623,8,0.15,42,,,,
C85945497,11,0.15,44,,,,
C859628493,10,0.15,44,,,,
C859741683,15,0.15,42,,,,
C860156566,10,0.15,44,,,,
C861002792,11,0.15,40,,,,
C861479162,9,0.15,40,,,,
C861856179,16,0.15,5,,,,
C86186949,16,0.15,44,,,,
C861930901,10,0.15,43,,,,
C862267590,9,0.15,40,,,,
C862633345,13,0.15,42,,,,
C862785719,7,0.15,44,,,,
C864134074,17,0.15,42,,,,
C864252220,13,0.15,42,,,,
C864602023,11,0.15,44,,,,
C864655240,12,0.15,42,,,,
C86466018,13,0.15,5,,,,
C864725258,15,0.15,42,,,,
C866263389,11,0.15,43,,,,
C867847701,11,0.15,5,,,,
C868061193,9,0.15,42,,,,
C868096672,12,0.15,42,,,,
C868607067,6,0.15,7,,,,
C868933598,13,0.15,42,,,,
C869394149,14,0.15,43,,,,
C869565327,8,0.15,43,,,,
C869807132,19,0.15,42,,,,
C869954068,11,0.15,42,,,,
C870367228,9,0.15,5,,,,
C870503362,11,0.15,5,,,,
C871505790,7,0.15,36,,,,
C871962456,11,0.15,5,,,,
C872043603,13,0.15,36,,,,
C872112161,10,0.15,42,,,,
C873821675,10,0.15,5,,,,
C874212917,14,0.15,43,,,,
C87462443,10,0.15,42,,,,
C874655320,10,0.15,5,,,,
C874725016,6,0.15,5,,,,
C875898611,12,0.15,42,,,,
C875900250,12,0.15,48,,,,
C876777476,9,0.15,36,,,,
C876944738,8,0.15,40,,,,
C87697988,14,0.15,42,,,,
C877486986,14,0.15,42,,,,
C877773949,9,0.15,5,,,,
C878904462,10,0.15,43,,,,
C879260717,10,0.15,7,,,,
C879614402,13,0.15,40,,,,
C879949041,11,0.15,42,,,,
C880299982,14,0.15,42,,,,
C880450043,13,0.15,5,,,,
C880625364,10,0.15,42,,,,
C881073190,15,0.15,5,,,,
C881776576,11,0.15,43,,,,
C882083718,11,0.15,5,,,,
C88292631,7,0.15,42,,,,
C883419967,13,0.15,44,,,,
C883803148,12,0.15,42,,,,
C88392294,13,0.15,5,,,,
C885081673,7,0.15,5,,,,
C885208928,9,0.15,42,,,,
C885237696,10,0.15,44,,,,
C885283469,9,0.15,42,,,,
C885555910,9,0.15,44,,,,
C886146370,8,0.15,43,,,,
C886658445,13,0.15,43,,,,
C886993530,5,0.15,5,,,,
C891364505,9,0.15,42,,,,
C892313955,11,0.15,42,,,,
C892377311,12,0.15,40,,,,
C892586401,12,0.15,44,,,,
C892943299,10,0.15,42,,,,
C893276958,8,0.15,41,,,,
C893284971,10,0.15,42,,,,
C893911190,10,0.15,42,,,,
C894204131,10,0.15,41,,,,
C894687005,9,0.15,42,,,,
C895105444,13,0.15,43,,,,
C895429374,11,0.15,5,,,,
C895561340,8,0.15,3,,,,
C896561469,11,0.15,42,,,,
C896659218,18,0.15,41,,,,
C896887653,9,0.15,44,,,,
C896894357,9,0.15,42,,,,
C897057254,12,0.15,40,,,,
C897612698,11,0.15,20,,,,
C897883896,8,0.15,42,,,,
C898690183,13,0.15,41,,,,
C899204870,12,0.15,40,,,,
C899638721,13,0.15,40,,,,
C899813705,9,0.15,40,,,,
C899895612,10,0.15,42,,,,
C900235765,11,0.15,43,,,,
C900337975,14,0.15,44,,,,
C900612785,14,0.15,44,,,,
C90085212,15,0.15,40,,,,
C901025251,9,0.15,42,,,,
C901400531,9,0.15,42,,,,
C90150703,14,0.15,44,,,,
C901739086,12,0.15,42,,,,
C902837455,11,0.15,43,,,,
C903333805,10,0.15,38,,,,
C903741897,11,0.15,5,,,,
C904725981,9,0.15,7,,,,
C905744010,11,0.15,42,,,,
C906611945,14,0.15,42,,,,
C907665937,10,0.15,42,,,,
C907777350,7,0.15,43,,,,
C907877340,10,0.15,44,,,,
C908162687,11,0.15,41,,,,
C908342050,12,0.15,42,,,,
C908646797,13,0.15,42,,,,
C908718101,13,0.15,40,,,,
C909053762,10,0.15,20,,,,
C909525375,7,0.15,40,,,,
C909582983,10,0.15,15,,,,
C910454738,22,0.15,41,,,,
C910969605,9,0.15,43,,,,
C911078435,11,0.15,40,,,,
C911139709,8,0.15,42,,,,
C911364935,11,0.15,43,,,,
C911582672,7,0.15,5,,,,
C911735174,8,0.15,1,,,,
C912222039,11,0.15,44,,,,
